ozone x1 x2 x3 x4 x5 x6 x7 x8 x9 x10 x11 x12 x13 x14 x15 x16 x17 x18 x19 x20 x21 x22 x23 x24 x25 x26 x27 x28 x29 x30 x31 x32 x33 x34 x35 x36 x37 x38 x39 x40 x41 x42 x43 x44 x45 x46 x47 x48 x49 x50 x51 x52 x53 x54 x55 x56 x57 x58 x59 x60 x61 x62 x63 x64 x65 x66 x67 x68 x69 x70 x71 x72 x73 x74 x75 x76 x77 x78 x79 x80 x81 x82 x83 x84 x85 x86 x87 x88 x89 x90 x91 x92 x93 x94 x95 x96 x97 x98 x99 x100 x101 x102 x103 x104 x105 x106 x107 x108 x109 x110 x111 x112 x113 x114 x115 x116 x117 x118 x119 x120 x121 x122 x123 x124 x125 x126 x127 x128 x129 x130 x131 x132 x133 x134
9 0.36 0.551111111111111 0.0888888888888889 0 0 0 0 0.000405844155844156 0.257355925324675 0.57475776176948 0.16748046875 0 0 0 0 0 0 0 0.00199232585596222 0.185564515062223 0.78732541967836 0.0251177394034537 0 0 0.02 0.324444444444444 0.634722222222222 0.0208333333333333 0 0 0.550460803739267 0.276643804298125 0.0334857491236092 0 0 0 0 0.00713489409141583 0.579534861855449 0.392236494053136 0.02109375 0 0 0.0476441750568122 0.708812683035089 0.239215841956542 0.00432729995155679 0 0.645659123154415 0.170616191238882 0.0812648632580262 0.516935918869707 0.40123284843628 0.000566369435986661 0 0 0 0 0.143851214511240 0.517501986924607 0.323858669338008 0.0147881292261457 0 0 0.232758620689655 0.509741379310345 0.241875 0.015625 66 3 17190 12 96 201 178.62 1326 -27 227.22 600 22 126060 88 704 1474 1309.88 9724 -198 1666.28 4400 5730 4 32 67 59.54 442 -9 75.74 200 22920 183360 383910 341164.2 2532660 -51570 433990.2 1146000 128 268 238.16 1768 -36 302.96 800 2144 1905.28 14144 -288 2423.68 6400 3989.18 29614 -603 5074.58 13400 26316.68 -535.86 4509.5596 11908 -3978 33477.08 88400 -681.66 -1800 15148
10 0.36 0.551111111111111 0.0888888888888889 0 0 0 0 0 0.181818181818182 0.568181818181818 0.25 0 0.25 0.583333333333333 0.166666666666667 0 0 0 0.0092237308146399 0.278536827954322 0.709099723805606 0.00313971742543171 0 0 0 0.0555555555555556 0.777777777777778 0.166666666666667 0 0 0 0 0.150256786500367 0.577258076757659 0.264485136741974 0.008 0.00519818063677713 0.281996953240279 0.691163645369485 0.0216412207534592 0 0 0 0.110660564058573 0.765484810430867 0.123744527302959 0.000110098207601182 0 0.348913027274932 0.583373877218327 0 0 0.216009204661528 0.561382226887124 0.217531206390801 0.00507736206054688 1.44525378656491e-05 0.134981435742895 0.762096818350716 0.102907293368522 0 0 0 0 0.0689655172413793 0.351034482758621 0.455 0.125 69 6 17130 15 231 171 172.14 2706 162 181.32 750 46 131330 115 1771 1311 1319.74 20746 1242 1390.12 5750 11420 10 154 114 114.76 1804 108 120.88 500 28550 439670 325470 327639.8 5150420 308340 345112.4 1427500 385 285 286.9 4510 270 302.2 1250 4389 4418.26 69454 4158 4653.88 19250 3270.66 51414 3078 3445.08 14250 51756.76 3098.52 3468.0472 14345 48708 54516.88 225500 3263.76 13500 15110
14 0.36 0.551111111111111 0.0888888888888889 0 0 0 0 0 0.0767045454545455 0.450639204545455 0.45703125 0.015625 0 0 0.166666666666667 0.583333333333333 0.25 0 0.00472255017709563 0.231899371318775 0.752781532193297 0.0105965463108320 0 0 0.02 0.324444444444444 0.634722222222222 0.0208333333333333 0 0 0 0.00060966316110349 0.388353197147644 0.565720717442606 0.0453164222486458 0 0.382511690195494 0.459462477501673 0.111954243004284 0 0 0 0.228719055779999 0.549804569668992 0.211797150298759 0 0 0 0.0732788809312782 0.681733825387284 0.0113291055621614 0.320918539412344 0.641327822620101 0.0264245324053936 0 0 0.00940806687135743 0.326606983978261 0.646955142333804 0.0170298068165774 0 0 0.16 0.6 0.24 0 0 0 75 12 17160 12 213 126 134.88 4143 12 168.9 180 100 143000 100 1775 1050 1124 34525 100 1407.5 1500 22880 16 284 168 179.84 5524 16 225.2 240 22880 406120 240240 257171.2 7899320 22880 322036 343200 284 168 179.84 5524 16 225.2 240 2982 3192.16 98051 284 3997.3 4260 1888.32 58002 168 2364.6 2520 62089.76 179.84 2531.248 2697.6 5524 77750.3 82860 225.2 240 3378
9 0.36 0.551111111111111 0.0888888888888889 0 0 0 0 0 0.0443892045454546 0.358442826704545 0.54443359375 0.052734375 0 0 0 0 0 1 0.0092237308146399 0.278536827954322 0.709099723805606 0.00313971742543171 0 0 0.16 0.54 0.3 0 0 0 0 0 0 0 0 0 0.0175438596491228 0.375931467464648 0.600947709160882 0.00557696372534673 0 0 0.0180674342105263 0.409986255988152 0.569245330696396 0.00270097910492552 0 0 0 0 0.162143019408023 0.560011837182143 0.277797059262577 0 0 0 0.120984524958653 0.548781090330911 0.330085252200766 0 0 0 0 0.185185185185185 0.753512132822478 0.0613026819923372 0 0 78 15 17130 9 57 165 155.4 15000 -48 150 300 130 148460 78 494 1430 1346.8 130000 -416 1300 2600 28550 15 95 275 259 25000 -80 250 500 17130 108490 314050 295778 28550000 -91360 285500 571000 57 165 155.4 15000 -48 150 300 1045 984.2 95000 -304 950 1900 2849 275000 -880 2750 5500 259000 -828.8 2590 5180 -80000 250000 5e+05 -800 -1600 5000
9 0.36 0.551111111111111 0.0888888888888889 0 0 0 0 0 0.00284090909090909 0.0791903409090909 0.49609375 0.421875 0 0 0 0 0 0 0.0253099173553719 0.364618781396856 0.610071301247772 0 0 0 0 0 0.266666666666667 0.551111111111111 0.174222222222222 0.008 0 0.00205761316872428 0.438718452699051 0.530686478721999 0.0285374554102259 0 0.00519818063677713 0.281996953240279 0.691163645369485 0.0216412207534592 0 0 0.159634835986410 0.560535431607625 0.277124109468362 0 0 0 0.104832741327345 0.689677761604254 0.0502336834456335 0.46788542899063 0.478577821013063 0.00330306655067421 0 0 0.0368919763792003 0.450706990314365 0.510696656230267 0.00170437707616712 0 0 0 0 0.232758620689655 0.509741379310345 0.241875 0.015625 87 3 17070 21 210 171 139.74 3876 -15 160.8 600 29 165010 203 2030 1653 1350.82 37468 -145 1554.4 5800 5690 7 70 57 46.58 1292 -5 53.6 200 39830 398300 324330 265040.2 7351480 -28450 304984 1138000 490 399 326.06 9044 -35 375.2 1400 3990 3260.6 90440 -350 3752 14000 2655.06 73644 -285 3055.2 11400 60181.36 -232.9 2496.688 9316 -6460 69251.2 258400 -268 -1000 10720
12 0.36 0.551111111111111 0.0888888888888889 0 0 0 0 0 0.000355113636363636 0.0216175426136364 0.30810546875 0.669921875 0.25 0.583333333333333 0.166666666666667 0 0 0 0.00199232585596222 0.185564515062223 0.78732541967836 0.0251177394034537 0 0 0 0 0.520833333333333 0.451388888888889 0.0277777777777778 0 0.188048569831835 0.544014631915867 0.267885992988874 0 0 0 0.00219298245614035 0.234839816933638 0.727245365902971 0.0357218347072501 0 0 0.0109457236842105 0.369523009607776 0.613128945866709 0.006402320841305 0 0 0 0 0.135288677500330 0.554263867655663 0.310447454844007 0 0 0 0.0521019342848455 0.484811037879703 0.462689831175007 0.000397196660444957 0 0 0 0.185185185185185 0.753512132822478 0.0613026819923372 0 0 90 6 17190 18 135 174 157.56 15000 -42 158.1 300 60 171900 180 1350 1740 1575.6 150000 -420 1581 3000 11460 12 90 116 105.04 10000 -28 105.4 200 34380 257850 332340 300939.6 28650000 -80220 301971 573000 270 348 315.12 30000 -84 316.2 600 2610 2363.4 225000 -630 2371.5 4500 3046.16 290000 -812 3056.6 5800 262600 -735.28 2767.804 5252 -70000 263500 5e+05 -737.8 -1400 5270
12 0.36 0.551111111111111 0.0888888888888889 0 0 0 0 0 0 0 0 1 0 0.166666666666667 0.666666666666667 0.166666666666667 0 0 0.0092237308146399 0.278536827954322 0.709099723805606 0.00313971742543171 0 0 0.16 0.54 0.3 0 0 0 0.16 0.54 0.3 0 0 0 0 0.0812709030100335 0.768480023774026 0.150151416965941 9.765625e-05 0 0.0109457236842105 0.369523009607776 0.613128945866709 0.006402320841305 0 0 0.652259842210628 0.197633260027618 0 0.00456766917293233 0.551872991397614 0.422875082391201 0.0206842570382527 0 0 0.0589592295100688 0.730709685351758 0.209442196249284 0.000888888888888894 0 0 0 0.00862068965517241 0.118879310344828 0.450625 0.421875 93 9 17130 9 138 186 157.56 1416 102 188.88 900 93 177010 93 1426 1922 1628.12 14632 1054 1951.76 9300 17130 9 138 186 157.56 1416 102 188.88 900 17130 262660 354020 299889.2 2695120 194140 359501.6 1713000 138 186 157.56 1416 102 188.88 900 2852 2415.92 21712 1564 2896.16 13800 3256.24 29264 2108 3903.52 18600 24789.44 1785.68 3306.6592 15756 16048 29717.12 141600 2140.64 10200 18888
8 0.106666666666667 0.617142857142857 0.270899470899471 0.00529100529100529 0 0 0 0 0 0 0 0 0 0 0.166666666666667 0.583333333333333 0.25 0 0.185504797020336 0.510642934286163 0.293744279038397 0 0 0 0 0 0.520833333333333 0.451388888888889 0.0277777777777778 0 0.075281207133059 0.475534217344917 0.446382719292272 0.00280185622975221 0 0 0.0811961187282202 0.518286727711919 0.400510436605597 0 0 0 0.0479605263157894 0.495631081716889 0.456395887434429 1.25045328931737e-05 0 0 0.0663096621071718 0.678172156444258 0 6.265664160401e-06 0.398442758744759 0.531741608086978 0.069809367504103 0 0.0249739854318418 0.412144953977912 0.558356742379865 0.00452431821038081 0 0 0 0.04 0.769103448275862 0.188336551724138 0.00256 0 4 16 22440 24 200 204 200 5616 168 218 480 4 5610 6 50 51 50 1404 42 54.5 120 22440 24 200 204 200 5616 168 218 480 33660 280500 286110 280500 7876440 235620 305745 673200 300 306 300 8424 252 327 720 2550 2500 70200 2100 2725 6000 2550 71604 2142 2779.5 6120 70200 2100 2725 6000 58968 76518 168480 2289 5040 6540
9 0.106666666666667 0.617142857142857 0.270899470899471 0.00529100529100529 0 0 0.305046237244898 0.0246260435992579 0.000405844155844156 0 0 0 0 0 0 0 0 1 0.0376563077937671 0.400393035166846 0.561930914872091 0 0 0 0 0.0555555555555556 0.777777777777778 0.166666666666667 0 0 0 0.00487730528882792 0.489070624870075 0.48953733870092 0.0165147311401770 0 0 0.111482720178372 0.776994264684155 0.111523015137473 0 0 0.0225657894736842 0.429188952928848 0.546682190985821 0.00156306661164672 0 0 0.312995911257290 0.608021921645637 0 0.00320802005012531 0.532732406743481 0.43924957446886 0.0248099987375331 0 0.0130549239261229 0.353029674809026 0.621793921148733 0.0121214801161180 0 0 0 0.185185185185185 0.753512132822478 0.0613026819923372 0 0 8 20 22720 20 276 244 205.76 3776 140 223.04 400 10 11360 10 138 122 102.88 1888 70 111.52 200 28400 25 345 305 257.2 4720 175 278.8 500 28400 391920 346480 292179.2 5361920 198800 316716.8 568000 345 305 257.2 4720 175 278.8 500 4209 3549.36 65136 2415 3847.44 6900 3137.84 57584 2135 3401.36 6100 48559.36 1800.4 2868.2944 5144 33040 52637.44 94400 1951.6 3500 5576
4 0.106666666666667 0.617142857142857 0.270899470899471 0.00529100529100529 0 0 0.558673469387755 0.290352504638219 0.0259740259740260 0 0 0 0 0 0 0 0 0 0.366898308096263 0.438225984330913 0.128245892951775 0 0 0 0 0.0555555555555556 0.777777777777778 0.166666666666667 0 0 0.0274348422496571 0.358100899253163 0.592049408659163 0.0224148498380177 0 0 0.512819970616228 0.223005495524985 0.0227873484641327 0 0 0 0.459356860317466 0.118514725667828 0.00713167419947908 0 0 0 0 0 0 0 0.132215444795246 0.504599068987342 0.337020477672491 0.0261650085449219 0.464018600416233 0.108032915445097 0.00607348413866952 0 0 0 0 0 0.232758620689655 0.509741379310345 0.241875 0.015625 20 4 22160 20 216 140 133.04 20000 248 133.76 800 5 27700 25 270 175 166.3 25000 310 167.2 1000 5540 5 54 35 33.26 5000 62 33.44 200 27700 299160 193900 184260.4 27700000 343480 185257.6 1108000 270 175 166.3 25000 310 167.2 1000 1890 1796.04 270000 3348 1805.76 10800 1164.1 175000 2170 1170.4 7000 166300 2062.12 1112.2144 6652 310000 167200 1e+06 2073.28 12400 6688
9 0.106666666666667 0.617142857142857 0.270899470899471 0.00529100529100529 0 0 0.496851084183673 0.399684021335807 0.0507305194805195 0 0 0 0.25 0.583333333333333 0.166666666666667 0 0 0 0.238435892940674 0.504757335052537 0.237064604711664 0 0 0 0 0 0.520833333333333 0.451388888888889 0.0277777777777778 0 0.0602743484224966 0.449815576893766 0.484437699235002 0.00547237544873479 0 0 0.169713168223963 0.550729247700293 0.277253668763103 0 0 0 0.483029381451531 0.32589820664541 0.0467079056227976 0 0 0 0 0 0 0 0.362799180518154 0.548454114964187 0.0887428898203931 3.814697265625e-06 0.420993710083958 0.43151567135749 0.0898154682955914 0 0 0 0 0 0.00862068965517241 0.118879310344828 0.450625 0.421875 24 8 22360 24 204 192 152.48 20000 176 168.32 1200 12 33540 36 306 288 228.72 30000 264 252.48 1800 11180 12 102 96 76.24 10000 88 84.16 600 33540 285090 268320 213090.8 27950000 245960 235227.2 1677000 306 288 228.72 30000 264 252.48 1800 2448 1944.12 255000 2244 2146.08 15300 1829.76 240000 2112 2019.84 14400 190600 1677.28 1604.0896 11436 220000 210400 1500000 1851.52 13200 12624
13 0.106666666666667 0.617142857142857 0.270899470899471 0.00529100529100529 0 0 0.398915816326531 0.497796846011132 0.0876623376623376 0 0 0 0 0.166666666666667 0.666666666666667 0.166666666666667 0 0 0.0253099173553719 0.364618781396856 0.610071301247772 0 0 0 0 0 0.520833333333333 0.451388888888889 0.0277777777777778 0 2.74348422496571e-05 0.0760432860844383 0.70884303443624 0.215086244637072 0 0 0.000649772579597141 0.189653186602081 0.754821668885246 0.0548753719330764 0 0 0.00822368421052628 0.348563244509078 0.634097266801272 0.0091158044791237 0 0 6.9584861034693e-05 0.451799405545927 0 0.0108270676691729 0.607146355069585 0.37093201849341 0.0110945587678323 0 0.0396577639033414 0.457924119481015 0.501077577886642 0.00134053872900172 0 0 0 0 0.00862068965517241 0.118879310344828 0.450625 0.421875 28 12 22760 24 252 236 211.52 8056 124 213.68 1200 21 39830 42 441 413 370.16 14098 217 373.94 2100 17070 18 189 177 158.64 6042 93 160.26 900 34140 358470 335710 300887.2 11459660 176390 303959.8 1707000 378 354 317.28 12084 186 320.52 1800 3717 3331.44 126882 1953 3365.46 18900 3119.92 118826 1829 3151.78 17700 106500.32 1639.28 2824.8496 15864 62434 107587.88 604200 1656.02 9300 16026
5 0.106666666666667 0.617142857142857 0.270899470899471 0.00529100529100529 0 0 0.287109375 0.571732954545455 0.139204545454545 0 0 0 0 0 0.166666666666667 0.583333333333333 0.25 0 0.342854867088714 0.456431699900771 0.146540925952691 0 0 0 0 0 0.266666666666667 0.551111111111111 0.174222222222222 0.008 2.74348422496571e-05 0.0760432860844383 0.70884303443624 0.215086244637072 0 0 0.414045665503804 0.430411641745811 0.0933369793090876 0 0 0 0.492593833483722 0.301945362232338 0.0398285487206986 0 0 0 0 0 0 0 0.192466512675272 0.551892239228292 0.247260358203859 0.00838088989257812 0.520433358533521 0.246624823662782 0.0266119906061012 0 0 0 0 0 0.0689655172413793 0.351034482758621 0.455 0.125 32 16 22200 28 252 164 150.32 20000 224 148.88 1000 32 44400 56 504 328 300.64 40000 448 297.76 2000 22200 28 252 164 150.32 20000 224 148.88 1000 38850 349650 227550 208569 27750000 310800 206571 1387500 441 287 263.06 35000 392 260.54 1750 2583 2367.54 315000 3528 2344.86 15750 1540.78 205000 2296 1526.02 10250 187900 2104.48 1398.7276 9395 280000 186100 1250000 2084.32 14000 9305
10 0.106666666666667 0.617142857142857 0.270899470899471 0.00529100529100529 0 0 0.183673469387755 0.608534322820037 0.207792207792208 0 0 0 0 0 0 0 0 1 0.159915226154684 0.508121708800998 0.32519150166209 0 0 0 0 0 0.266666666666667 0.551111111111111 0.174222222222222 0.008 0.00941015089163237 0.255686633135193 0.676633362195047 0.058269853778128 0 0 0.00219298245614035 0.234839816933638 0.727245365902971 0.0357218347072501 0 0 0.152369111428930 0.560257604681814 0.285117588478627 0 0 0 0 0 0 0.0256641604010025 0.672296620462848 0.298357865771675 0.00368135336447418 0 0.204927127502613 0.554156604473548 0.237437958760405 0 0 0 0 0.04 0.769103448275862 0.188336551724138 0.00256 0 36 20 22480 28 228 232 187.04 20000 108 190.64 480 45 50580 63 513 522 420.84 45000 243 428.94 1080 28100 35 285 290 233.8 25000 135 238.3 600 39340 320340 325960 262791.2 28100000 151740 267849.2 674400 399 406 327.32 35000 189 333.62 840 3306 2665.32 285000 1539 2716.62 6840 2712.08 290000 1566 2764.28 6960 233800 1262.52 2228.5816 5611.2 135000 238300 6e+05 1286.82 3240 5719.2
5 0.106666666666667 0.617142857142857 0.270899470899471 0.00529100529100529 0 0 0.0229591836734694 0.477040816326531 0.48538961038961 0.0146103896103896 0 0 0 0 0 0 0 0 0.317685082410496 0.472443327191123 0.16649804885099 0 0 0 0.02 0.324444444444444 0.634722222222222 0.0208333333333333 0 0 0 0.0390184423106234 0.660914228601097 0.299935211239158 0.000132117849121416 0 0.442497553909155 0.398869962491164 0.076907301066448 0 0 0 0.495254613736254 0.175657958490755 0.0142003887697258 0 0 0 0 0 0 0 0.160460581298171 0.531497504802069 0.29241691389976 0.015625 0.50950176048416 0.170548740993059 0.0134369731311239 0 0 0 0 0.00148148148148148 0.636097062579821 0.341941455938697 0.02048 0 48 4 22240 16 260 160 138.8 20000 236 140.96 560 12 66720 48 780 480 416.4 60000 708 422.88 1680 5560 4 65 40 34.7 5000 59 35.24 140 22240 361400 222400 192932 27800000 328040 195934.4 778400 260 160 138.8 20000 236 140.96 560 2600 2255.5 325000 3835 2290.6 9100 1388 2e+05 2360 1409.6 5600 173500 2047.3 1222.828 4858 295000 176200 7e+05 2079.16 8260 4933.6
4 0.106666666666667 0.617142857142857 0.270899470899471 0.00529100529100529 0 0 0.00680272108843537 0.387136672850959 0.571428571428571 0.0346320346320346 0 0 0.25 0.583333333333333 0.166666666666667 0 0 0 0.478982831330265 0.191733548577023 0.0208122561063738 0 0 0 0 0.0555555555555556 0.777777777777778 0.166666666666667 0 0 0.218462632728751 0.542981252857796 0.238149672306051 0 0 0 0.512819970616228 0.223005495524985 0.0227873484641327 0 0 0 0.452834140715522 0.111873478498519 0.00646353608089474 0 0 0 0 0 0 0.0429761904761905 0.711434927857298 0.244498110299260 0.00109077136725161 0 0.426705718705272 0.0805062042762775 0.00370996810563134 0 0 0 0.02 0.448148148148148 0.52418901660281 0.00766283524904215 0 0 52 8 21760 20 176 140 132.32 20000 96 130.16 320 26 70720 65 572 455 430.04 65000 312 423.02 1040 10880 10 88 70 66.16 10000 48 65.08 160 27200 239360 190400 179955.2 27200000 130560 177017.6 435200 220 175 165.4 25000 120 162.7 400 1540 1455.52 220000 1056 1431.76 3520 1157.8 175000 840 1138.9 2800 165400 793.92 1076.4232 2646.4 120000 162700 4e+05 780.96 1920 2603.2
7 0.106666666666667 0.617142857142857 0.270899470899471 0.00529100529100529 0 0 0.000850340136054422 0.29352195423624 0.637987012987013 0.0676406926406926 0 0 0 0.166666666666667 0.666666666666667 0.166666666666667 0 0 0.470603668159947 0.297231365304786 0.0493327552151082 0 0 0 0 0 0.266666666666667 0.551111111111111 0.174222222222222 0.008 0.0602743484224966 0.449815576893766 0.484437699235002 0.00547237544873479 0 0 0.240243903804259 0.53978219594368 0.211033634126333 0 0 0 0.495223253130218 0.293921536439431 0.0376953424237781 0 0 0 0 0.268416681690833 0 0.0171929824561404 0.641258159792647 0.334827484187268 0.00672137356394395 0 0.211951580751487 0.552887211828508 0.231134629658924 0 0 0 0 0 0.00862068965517241 0.118879310344828 0.450625 0.421875 56 12 21920 28 204 184 149.6 9960 116 189.92 1200 42 76720 98 714 644 523.6 34860 406 664.72 4200 16440 21 153 138 112.2 7470 87 142.44 900 38360 279480 252080 204952 13645200 158920 260190.4 1644000 357 322 261.8 17430 203 332.36 2100 2346 1907.4 126990 1479 2421.48 15300 1720.4 114540 1334 2184.08 13800 93126 1084.6 1775.752 11220 72210 118225.2 747000 1376.92 8700 14244
3 0.106666666666667 0.617142857142857 0.270899470899471 0.00529100529100529 0 0 0 0.207792207792208 0.675324675324675 0.116883116883117 0 0 0 0 0.166666666666667 0.583333333333333 0.25 0 0.159915226154684 0.508121708800998 0.32519150166209 0 0 0 0 0.0555555555555556 0.777777777777778 0.166666666666667 0 0 0 0 0.293470286133529 0.610215801856959 0.0963139120095125 0 0.467132906217967 0.365386199217415 0.0625284841855802 0 0 0 0.446595183765381 0.38786814331453 0.0688237321893673 0 0 0 0 0 0 0 0 0 0 1 0.356369447619442 0.047434962553688 0.00156514279456322 0 0 0 0 0.185185185185185 0.753512132822478 0.0613026819923372 0 0 60 16 22480 20 292 156 158.24 20000 428 125.12 400 60 84300 75 1095 585 593.4 75000 1605 469.2 1500 22480 20 292 156 158.24 20000 428 125.12 400 28100 410260 219180 222327.2 28100000 601340 175793.6 562000 365 195 197.8 25000 535 156.4 500 2847 2887.88 365000 7811 2283.44 7300 1542.84 195000 4173 1219.92 3900 197800 4232.92 1237.4368 3956 535000 156400 5e+05 3346.96 10700 3128
15 0.106666666666667 0.617142857142857 0.270899470899471 0.00529100529100529 0 0 0 0.0259740259740260 0.516233766233766 0.426542207792208 0.03125 0 0 0 0 0 0 0 0 0.0686274509803922 0.796757164404223 0.134615384615385 0 0 0.02 0.324444444444444 0.634722222222222 0.0208333333333333 0 0 0.075281207133059 0.475534217344917 0.446382719292272 0.00280185622975221 0 0 0 0.0240802675585284 0.676939194906717 0.292730537534754 0.00625 0 1.02796052631579e-06 0.156488130543719 0.764336828416013 0.0791740130797413 0 0 0.643088298723698 0.268911945131371 0.0202842185229224 0.373337227333097 0.591086579372341 0.0152919747716398 0 0 0 0.00736990368875858 0.555113444306717 0.413516652004524 0.0240000000000000 0 0 0.185185185185185 0.753512132822478 0.0613026819923372 0 0 76 4 23040 16 200 260 225.2 2188 4 267.68 400 19 109440 76 950 1235 1069.7 10393 19 1271.48 1900 5760 4 50 65 56.3 547 1 66.92 100 23040 288000 374400 324288 3150720 5760 385459.2 576000 200 260 225.2 2188 4 267.68 400 3250 2815 27350 50 3346 5000 3659.5 35555 65 4349.8 6500 30796.1 56.3 3767.596 5630 547 36605.24 54700 66.92 100 6692
22 0.106666666666667 0.617142857142857 0.270899470899471 0.00529100529100529 0 0 0 0.0109577922077922 0.431564529220779 0.496442522321429 0.06103515625 0 0.25 0.583333333333333 0.166666666666667 0 0 0 0 0.0128051220488195 0.623731273886073 0.352778997812635 0.0106846062524733 0 0.02 0.324444444444444 0.634722222222222 0.0208333333333333 0 0 0.00941015089163237 0.255686633135193 0.676633362195047 0.058269853778128 0 0 0 0.0139353400222965 0.630633319230098 0.343224309497606 0.01220703125 0 0 0.00258100440952941 0.47075973869797 0.470288974600697 0.0563702822918043 0 0.632893813750077 0.145622921191028 0.00211388558594266 0.215698965507308 0.719551220242113 0.0626359286646368 0 0 0 0.000237403922355762 0.402179180258941 0.523726165630875 0.0738572501878288 0 0 0.04 0.769103448275862 0.188336551724138 0.00256 0 80 8 23160 16 228 264 254.72 1652 40 278.48 480 40 115800 80 1140 1320 1273.6 8260 200 1392.4 2400 11580 8 114 132 127.36 826 20 139.24 240 23160 330030 382140 368707.2 2391270 57900 403099.8 694800 228 264 254.72 1652 40 278.48 480 3762 3629.76 23541 570 3968.34 6840 4202.88 27258 660 4594.92 7920 26299.84 636.8 4433.4016 7641.6 4130 28753.06 49560 696.2 1200 8354.4
17 0.106666666666667 0.617142857142857 0.270899470899471 0.00529100529100529 0 0 0 0.00324675324675325 0.342938311688312 0.548346185064935 0.10546875 0 0 0.166666666666667 0.666666666666667 0.166666666666667 0 0 0.00472255017709563 0.231899371318775 0.752781532193297 0.0105965463108320 0 0 0 0.0555555555555556 0.777777777777778 0.166666666666667 0 0 0 0.00952598689224204 0.537938001103253 0.444080469660734 0.00845554234377064 0 0 0.000891861761426979 0.470408725201811 0.478699413036762 0.05 0 0 0.0253961804144657 0.648542260201292 0.313885578409212 0.0121759809750297 0 0.612179104721076 0.330926142345493 0 0 0.329332168725044 0.56007681308557 0.110488021363214 0.000102996826171875 0 0.0442969417806678 0.707741130627119 0.245707983189508 0.00225394440270474 0 0.16 0.6 0.24 0 0 0 84 12 22880 20 272 276 243.2 2440 184 254.72 240 63 120120 105 1428 1449 1276.8 12810 966 1337.28 1260 17160 15 204 207 182.4 1830 138 191.04 180 28600 388960 394680 347776 3489200 263120 364249.6 343200 340 345 304 3050 230 318.4 300 4692 4134.4 41480 3128 4330.24 4080 4195.2 42090 3174 4393.92 4140 37088 2796.8 3871.744 3648 28060 38844.8 36600 2929.28 2760 3820.8
7 0.106666666666667 0.617142857142857 0.270899470899471 0.00529100529100529 0 0 0 0.000405844155844156 0.257355925324675 0.57475776176948 0.16748046875 0 0 0 0.166666666666667 0.583333333333333 0.25 0 0.0704393186961751 0.455645169404383 0.473382473382473 0 0 0 0 0 0.520833333333333 0.451388888888889 0.0277777777777778 0 0.00592592592592592 0.221646090534979 0.696777865335785 0.0756501182033097 0 0 0.000649772579597141 0.189653186602081 0.754821668885246 0.0548753719330764 0 0 0.324014680744203 0.503879386884744 0.141887544047801 0 0 0 0 0.0428864068579956 0 0 0.0255014393165568 0.247653731668799 0.51752476065527 0.209320068359375 0.0842872008324662 0.527009814292684 0.388702984874849 0 0 0 0 0.04 0.769103448275862 0.188336551724138 0.00256 0 88 16 22640 24 232 236 171.2 14552 324 205.04 480 88 124520 132 1276 1298 941.6 80036 1782 1127.72 2640 22640 24 232 236 171.2 14552 324 205.04 480 33960 328280 333940 242248 20591080 458460 290131.6 679200 348 354 256.8 21828 486 307.56 720 3422 2482.4 211004 4698 2973.08 6960 2525.2 214642 4779 3024.34 7080 155706.4 3466.8 2193.928 5136 294678 186483.88 436560 4152.06 9720 6151.2
10 0.106666666666667 0.617142857142857 0.270899470899471 0.00529100529100529 0 0 0 0 0.181818181818182 0.568181818181818 0.25 0 0 0 0 0 0 1 0.0092237308146399 0.278536827954322 0.709099723805606 0.00313971742543171 0 0 0 0.0555555555555556 0.777777777777778 0.166666666666667 0 0 0 0.0390184423106234 0.660914228601097 0.299935211239158 0.000132117849121416 0 0 0.0382385730211817 0.71659035808787 0.242534350140948 0.00263671875 0 1.02796052631579e-06 0.156488130543719 0.764336828416013 0.0791740130797413 0 0 0 0.0259505027418652 0 0 0.345795802767202 0.554885781391995 0.099287898262678 3.0517578125e-05 0.00651274178560567 0.299918635816275 0.670457517493206 0.0231111049049134 0 0 0 0.185185185185185 0.753512132822478 0.0613026819923372 0 0 92 20 22840 20 260 256 225.2 15392 180 227.36 400 115 131330 115 1495 1472 1294.9 88504 1035 1307.32 2300 28550 25 325 320 281.5 19240 225 284.2 500 28550 371150 365440 321473 21972080 256950 324556.4 571000 325 320 281.5 19240 225 284.2 500 4160 3659.5 250120 2925 3694.6 6500 3603.2 246272 2880 3637.76 6400 216642.4 2533.5 3200.092 5630 173160 218720.32 384800 2557.8 4500 5684
